,Meets Credit Policy?,Interest Rate (%),Log Annual Income ($),FICO Score,Revolving Balance ($),Revolving Line Utilisation Rate,No. of Overdue Payments,No. of Derogatory Public Records,Loan Not Fully Paid
8010,0,13.43,10.31,647,2153,86.1,0,0,0
8011,0,8.7,10.2,717,157,5.4,0,0,0
8012,0,12.49,10.63,662,18749,83.0,0,0,1
8013,0,14.38,10.83,647,10155,35.0,2,0,0
8014,0,15.010000000000002,12.13,697,245886,84.5,0,0,1
8015,0,15.65,11.18,692,60134,53.0,0,1,1
8016,0,13.120000000000001,11.65,662,0,0.0,0,0,0
8017,0,14.7,10.23,642,3395,97.0,0,0,0
8018,0,10.280000000000001,10.31,682,6893,15.4,0,0,0
8019,0,7.430000000000001,9.57,757,0,0.0,0,0,1
8020,0,10.91,12.48,677,2053,2.6,0,0,1
8021,0,10.59,12.01,732,81617,32.7,1,0,0
8022,0,12.8,9.93,742,17741,68.2,0,0,0
8023,0,16.28,10.13,652,14594,97.9,0,0,1
8024,0,14.7,10.84,647,289,28.9,0,0,1
8025,0,17.22,10.49,657,10130,45.6,1,0,0
8026,0,13.750000000000002,10.6,642,9135,76.8,0,0,0
8027,0,14.069999999999999,10.55,652,8963,99.6,0,0,0
8028,0,15.959999999999999,11.26,652,9942,87.2,2,0,0
8029,0,11.86,10.65,657,0,0.0,0,0,1
8030,0,10.59,11.25,692,18878,40.3,0,0,1
8031,0,10.91,10.49,692,12415,53.3,0,0,1
8032,0,15.329999999999998,10.6,652,13025,28.4,0,0,0
8033,0,16.28,10.18,662,8768,71.9,0,0,1
8034,0,13.750000000000002,12.68,732,407794,20.8,0,0,1
8035,0,12.49,10.6,667,336,33.6,0,0,0
8036,0,14.38,11.31,672,52316,83.7,1,1,0
8037,0,12.17,10.21,662,0,0.0,0,1,0
8038,0,9.01,10.09,722,4698,27.6,0,0,0
8039,0,12.8,10.78,712,16513,30.9,1,0,1
8040,0,15.329999999999998,10.31,647,4021,72.3,0,0,1
8041,0,13.43,11.41,657,7455,93.2,2,0,0
8042,0,10.59,10.67,687,1069,42.8,0,0,0
8043,0,14.38,10.6,692,21290,78.0,0,0,0
8044,0,14.069999999999999,10.35,642,14670,79.3,0,0,0
8045,0,9.959999999999999,11.36,727,0,0.0,1,0,0
8046,0,9.64,9.8,707,466,46.6,0,0,1
8047,0,11.86,10.52,667,6232,60.5,0,0,0
8048,0,11.219999999999999,10.65,697,179,17.9,0,0,1
8049,0,9.959999999999999,8.7,682,0,0.0,0,0,0
8050,0,15.65,11.18,652,3193,59.1,2,0,1
8051,0,12.8,10.78,647,11587,67.0,0,0,0
8052,0,17.86,10.7,647,6076,79.9,1,0,0
8053,0,12.8,12.53,672,275925,84.8,1,0,0
8054,0,13.120000000000001,12.53,672,275925,84.8,1,0,0
8055,0,10.280000000000001,11.29,712,1539,10.3,0,0,0
8056,0,10.59,10.03,672,3613,103.2,1,0,0
8057,0,12.8,11.23,647,296,74.0,0,1,0
8058,0,10.91,10.27,682,1999,99.9,0,0,0
8059,0,14.38,11.31,657,5191,48.1,0,0,1
8060,0,15.65,10.86,652,9603,96.5,0,0,0
8061,0,10.59,11.08,682,1367,6.9,0,0,1
8062,0,14.38,11.0,642,25254,53.1,0,0,0
8063,0,11.219999999999999,12.27,692,921,14.6,0,0,0
8064,0,10.91,9.62,692,441,73.5,0,0,0
8065,0,11.540000000000001,8.99,662,0,0.0,0,0,0
8066,0,9.959999999999999,11.29,717,28095,32.8,0,0,0
8067,0,9.33,9.88,692,362,25.9,0,0,0
8068,0,13.120000000000001,10.18,657,3919,37.7,0,0,0
8069,0,10.59,12.27,692,921,14.6,0,0,0
8070,0,17.86,12.77,657,44827,80.4,0,0,1
8071,0,14.38,10.49,697,13764,75.2,0,0,0
8072,0,14.7,10.87,647,20383,67.9,0,0,0
8073,0,13.750000000000002,11.34,662,26710,102.7,0,0,0
8074,0,17.54,11.14,652,4668,55.6,1,0,1
8075,0,13.43,10.17,637,0,0.0,0,0,1
8076,0,15.010000000000002,10.92,697,38057,96.8,0,0,0
8077,0,16.59,9.39,632,7587,97.3,0,0,1
8078,0,11.219999999999999,11.41,687,11220,72.4,0,0,0
8079,0,15.65,10.18,692,10565,56.8,0,0,0
8080,0,13.120000000000001,11.55,652,1189,79.3,0,0,0
8081,0,11.219999999999999,11.59,692,7258,42.7,0,0,1
8082,0,11.540000000000001,12.03,682,16161,78.1,0,0,1
8083,0,14.069999999999999,10.74,697,14554,52.0,0,0,0
8084,0,16.28,10.92,652,13614,70.9,0,0,0
8085,0,12.49,11.46,657,16027,64.6,0,0,0
8086,0,9.959999999999999,8.88,687,2469,29.7,0,0,1
8087,0,13.120000000000001,11.0,757,53461,50.8,0,0,0
8088,0,9.01,10.78,717,0,0.0,0,0,0
8089,0,15.010000000000002,10.31,657,5830,64.1,0,0,1
8090,0,9.64,11.18,712,3943,43.8,0,0,1
8091,0,16.91,10.37,652,2012,100.6,0,0,0
8092,0,13.43,11.0,662,3286,84.3,0,0,1
8093,0,15.010000000000002,10.56,657,7897,75.2,0,0,1
8094,0,14.38,10.49,682,204,4.6,0,0,1
8095,0,11.219999999999999,10.37,677,0,0.0,0,0,0
8096,0,17.22,10.55,642,8731,38.1,0,0,0
8097,0,10.59,10.82,697,4115,11.6,0,0,1
8098,0,8.7,10.49,727,596,29.8,0,0,0
8099,0,17.41,10.82,647,4693,28.8,0,1,1
8100,0,14.249999999999998,10.92,652,19457,51.1,2,0,1
8101,0,17.09,9.94,662,1878,22.6,0,0,0
8102,0,13.62,10.77,647,1233,35.2,0,0,0
8103,0,8.38,10.59,737,4545,18.9,0,0,0
8104,0,9.83,10.71,702,339,11.7,0,0,0
8105,0,10.780000000000001,10.18,687,40091,33.2,0,0,0
8106,0,11.09,12.3,747,270800,25.3,0,0,0
8107,0,11.41,9.74,687,5898,42.1,0,0,0
8108,0,15.2,10.42,657,12951,83.0,0,1,0
8109,0,15.83,10.52,647,276,92.0,0,1,0
8110,0,13.3,10.31,662,0,0.0,0,0,1
8111,0,11.72,8.92,672,5168,84.1,0,0,0
8112,0,13.62,11.13,682,2324,14.0,0,0,1
8113,0,12.04,11.05,672,7180,34.4,0,0,1
8114,0,10.780000000000001,11.1,687,12123,21.0,0,0,1
8115,0,13.930000000000001,10.43,657,3266,46.0,0,0,0
8116,0,13.62,11.0,662,16140,81.8,0,1,0
8117,0,11.09,10.6,672,0,0.0,0,0,0
8118,0,13.3,10.34,657,2229,51.8,7,0,0
8119,0,13.3,11.29,662,15636,73.4,0,0,0
8120,0,10.780000000000001,10.37,702,2294,22.9,0,0,1
8121,0,13.3,10.49,662,8480,19.1,2,0,0
8122,0,14.57,11.29,692,18943,55.2,0,1,0
8123,0,12.989999999999998,10.2,652,182,60.7,0,0,0
8124,0,13.3,10.7,677,17940,64.5,0,0,1
8125,0,14.879999999999999,11.1,662,23802,62.8,0,0,1
8126,0,9.83,11.1,732,664,1.6,0,0,0
8127,0,11.41,10.31,677,844,46.9,0,0,0
8128,0,9.83,9.73,702,0,0.0,0,0,0
8129,0,15.83,11.16,672,11346,103.1,0,0,1
8130,0,14.249999999999998,11.01,652,25203,93.0,0,0,0
8131,0,10.14,10.65,712,45442,25.8,0,0,1
8132,0,13.3,10.09,652,5016,27.7,0,0,0
8133,0,13.3,9.89,677,480,96.0,0,0,0
8134,0,11.41,8.41,667,333,37.0,0,0,0
8135,0,12.36,11.05,667,12508,34.7,0,0,1
8136,0,10.459999999999999,11.34,722,6673,32.6,0,0,0
8137,0,16.150000000000002,10.9,657,18511,72.6,0,0,0
8138,0,11.72,11.85,707,16298,80.7,0,0,1
8139,0,18.04,11.7,647,5094,71.7,1,0,1
8140,0,12.989999999999998,11.4,657,0,0.0,2,0,0
8141,0,13.3,10.6,657,75,37.5,0,0,1
8142,0,16.46,11.0,672,7846,25.8,1,0,0
8143,0,10.459999999999999,10.44,682,1856,26.5,0,0,0
8144,0,10.780000000000001,11.36,717,2718,19.3,1,0,0
8145,0,11.09,11.3,702,42619,2.6,0,0,0
8146,0,15.2,10.49,642,6970,76.6,1,0,1
8147,0,9.51,9.9,737,20245,50.1,0,0,1
8148,0,16.150000000000002,10.39,687,10503,51.7,0,0,0
8149,0,11.41,9.47,672,474,11.8,0,0,0
8150,0,12.989999999999998,11.41,672,4162,68.4,0,1,1
8151,0,16.46,10.71,652,7091,89.8,1,0,0
8152,0,14.249999999999998,11.05,647,2347,24.7,1,0,1
8153,0,14.879999999999999,10.62,642,11638,73.7,1,0,0
8154,0,16.150000000000002,11.11,667,33295,90.7,0,1,1
8155,0,13.930000000000001,10.82,697,48792,80.9,0,0,0
8156,0,13.3,10.13,652,177,88.5,0,0,1
8157,0,15.509999999999998,11.03,647,11214,70.1,0,0,0
8158,0,15.509999999999998,11.2,657,26066,98.0,0,1,1
8159,0,12.989999999999998,12.39,682,66919,61.3,0,0,0
8160,0,18.04,10.71,647,10147,89.8,0,0,1
8161,0,10.459999999999999,10.2,697,1364,34.1,0,0,0
8162,0,12.989999999999998,10.71,692,22191,85.3,0,1,1
8163,0,9.2,11.48,737,40904,34.4,0,0,0
8164,0,15.83,11.0,657,11096,92.2,0,1,1
8165,0,12.36,11.85,672,45428,82.3,0,1,0
8166,0,14.57,10.82,707,11937,52.8,0,0,1
8167,0,13.930000000000001,9.39,642,1437,79.8,0,0,1
8168,0,11.41,11.98,702,56200,57.4,0,0,0
8169,0,8.38,9.66,722,0,0.0,0,0,0
8170,0,14.249999999999998,11.13,642,29452,65.4,1,0,0
8171,0,7.430000000000001,8.16,752,506,5.9,0,0,0
8172,0,12.36,11.31,682,33859,88.7,0,0,1
8173,0,15.509999999999998,11.98,692,127093,76.6,0,0,0
8174,0,15.2,10.78,687,32005,70.4,0,0,0
8175,0,16.150000000000002,10.93,652,10402,81.9,0,0,1
8176,0,14.249999999999998,10.46,657,4473,106.5,0,1,1
8177,0,12.04,9.84,662,182,18.2,0,1,0
8178,0,14.249999999999998,10.52,657,6370,87.3,0,0,0
8179,0,11.41,10.92,682,1963,56.1,1,0,0
8180,0,9.2,10.86,732,5255,46.1,1,0,0
8181,0,15.509999999999998,10.6,642,4340,85.1,0,0,0
8182,0,18.360000000000003,11.13,657,27163,88.2,0,0,0
8183,0,14.249999999999998,11.16,657,4768,59.6,1,0,1
8184,0,12.989999999999998,10.74,657,3302,66.0,0,0,0
8185,0,13.62,10.09,647,3257,59.2,0,0,0
8186,0,15.2,10.17,642,6345,77.4,0,0,0
8187,0,10.780000000000001,11.92,687,31629,101.4,0,0,1
8188,0,14.879999999999999,10.93,642,1697,60.6,1,0,0
8189,0,13.930000000000001,11.16,677,59023,79.5,0,0,0
8190,0,14.879999999999999,10.43,647,13128,25.6,0,0,0
8191,0,12.04,11.56,702,1554,9.1,0,1,1
8192,0,9.2,10.6,707,1676,64.5,0,0,0
8193,0,18.360000000000003,11.88,667,212629,87.4,0,0,1
8194,0,18.04,11.08,657,16265,76.7,0,0,0
8195,0,12.04,9.84,662,182,18.2,0,1,0
8196,0,11.41,10.68,692,20,0.4,0,0,1
8197,0,15.83,10.84,642,18382,79.6,0,0,0
8198,0,15.83,12.01,657,198023,61.3,1,0,1
8199,0,15.2,10.32,642,6083,23.9,0,0,1
8200,0,18.04,11.31,657,24391,98.4,2,0,0
8201,0,11.41,10.42,682,7291,98.5,0,0,0
8202,0,11.41,10.9,697,1827,33.2,0,0,1
8203,0,10.459999999999999,10.86,682,8414,105.2,0,0,0
8204,0,18.360000000000003,11.95,667,210887,35.5,0,0,1
8205,0,16.46,10.82,662,18579,82.9,0,0,1
8206,0,14.249999999999998,10.95,657,6710,54.6,0,0,0
8207,0,11.41,10.33,677,397,39.7,0,0,0
8208,0,18.04,11.35,647,2253,62.6,0,0,0
8209,0,15.509999999999998,11.23,677,14273,50.1,1,1,0
8210,0,17.09,10.82,657,18941,98.7,0,0,1
8211,0,17.72,11.31,657,41603,81.1,0,0,1
8212,0,13.62,10.5,657,11541,63.4,0,0,0
8213,0,18.360000000000003,10.9,647,8079,45.4,2,0,0
8214,0,14.879999999999999,10.67,692,14998,80.9,0,1,0
8215,0,9.2,10.46,707,10008,84.8,0,0,1
8216,0,11.72,11.23,692,821,6.1,2,0,0
8217,0,12.989999999999998,9.9,657,504,63.0,0,0,0
8218,0,15.2,10.55,647,7600,84.4,0,0,0
8219,0,10.780000000000001,10.04,687,7846,56.9,0,1,0
8220,0,10.459999999999999,10.71,687,3092,14.9,0,2,0
8221,0,14.57,10.0,642,9930,55.2,1,0,0
8222,0,13.62,10.2,657,3959,100.0,2,0,0
8223,0,10.780000000000001,11.0,702,0,0.0,0,0,0
8224,0,13.930000000000001,11.92,687,62705,78.5,0,0,0
8225,0,13.930000000000001,10.29,657,9821,56.8,0,2,1
8226,0,18.04,11.65,652,73941,63.5,0,0,0
8227,0,13.930000000000001,10.2,652,2359,57.5,2,0,0
8228,0,12.920000000000002,10.31,662,18718,68.1,0,0,1
8229,0,10.71,9.84,682,287,28.7,0,0,0
8230,0,10.39,12.21,732,133963,16.8,0,0,1
8231,0,16.71,11.51,692,71002,75.6,0,0,1
8232,0,10.71,10.56,687,364,28.0,0,0,0
8233,0,14.82,11.51,662,41190,75.2,0,0,0
8234,0,14.82,11.4,652,8016,61.7,8,0,0
8235,0,18.29,12.83,652,165108,92.3,0,0,1
8236,0,14.82,11.55,692,22470,45.9,0,0,0
8237,0,15.76,10.49,647,2066,18.1,0,0,0
8238,0,10.71,11.46,737,37055,46.5,0,0,1
8239,0,13.87,10.39,657,1935,77.4,0,0,0
8240,0,13.55,10.86,717,11023,59.9,0,0,0
8241,0,15.45,10.86,647,13665,49.9,0,0,1
8242,0,13.55,10.2,647,182,60.7,0,0,0
8243,0,11.66,10.52,672,42969,83.1,0,0,0
8244,0,14.180000000000001,10.26,642,4138,94.0,0,0,1
8245,0,13.55,10.9,677,22037,58.9,0,0,0
8246,0,15.129999999999999,11.16,642,26933,65.2,0,0,0
8247,0,18.29,11.23,657,0,0.0,0,0,0
8248,0,18.61,11.23,662,22038,78.7,0,0,1
8249,0,14.499999999999998,10.82,657,11783,94.3,0,0,0
8250,0,17.97,11.23,647,64851,78.4,0,0,0
8251,0,18.29,10.95,657,13243,98.1,0,0,0
8252,0,15.45,10.82,662,1509,30.8,0,0,1
8253,0,16.08,11.16,707,4863,18.1,0,1,0
8254,0,13.87,10.77,717,33377,49.0,0,0,1
8255,0,13.55,10.46,677,30402,71.5,0,0,0
8256,0,13.87,11.15,677,8045,49.7,1,0,1
8257,0,11.03,12.32,712,242194,56.0,0,0,1
8258,0,12.61,11.38,692,78284,37.6,1,0,0
8259,0,10.08,10.78,702,3403,74.0,0,0,1
8260,0,18.29,11.03,657,13560,57.2,0,0,0
8261,0,15.129999999999999,11.26,717,61057,80.7,0,0,0
8262,0,13.55,11.18,687,7522,36.0,0,0,0
8263,0,17.66,11.03,657,28776,51.9,0,0,1
8264,0,11.34,10.37,702,7152,100.7,0,0,0
8265,0,17.97,10.43,647,13156,25.6,0,0,0
8266,0,11.97,9.98,692,3451,39.2,0,0,0
8267,0,10.08,10.78,697,0,0.0,0,0,1
8268,0,11.97,11.78,682,966,13.1,0,0,0
8269,0,15.76,10.65,657,7827,59.7,0,0,0
8270,0,12.29,11.04,677,6978,64.0,0,0,0
8271,0,12.61,11.14,712,92929,97.7,0,0,0
8272,0,10.71,11.23,702,3782,23.3,0,0,0
8273,0,15.129999999999999,11.16,647,29314,89.9,0,0,1
8274,0,15.45,11.16,717,69744,76.1,0,0,0
8275,0,13.87,11.96,712,188854,0.0,1,1,1
8276,0,14.499999999999998,11.0,657,8181,87.0,0,0,1
8277,0,14.499999999999998,10.92,642,333,33.3,0,0,1
8278,0,13.239999999999998,10.4,727,10994,30.5,0,1,0
8279,0,15.45,10.52,697,22670,77.5,0,0,0
8280,0,11.66,11.4,672,59672,40.9,0,0,0
8281,0,12.61,10.13,657,1140,47.5,0,0,0
8282,0,14.499999999999998,10.02,682,1597,88.7,0,0,0
8283,0,18.29,12.04,657,26429,30.9,0,0,1
8284,0,12.29,9.17,662,0,0.0,0,0,0
8285,0,16.08,10.84,687,6277,64.7,0,0,0
8286,0,14.180000000000001,10.38,642,0,0.0,1,0,0
8287,0,12.29,9.74,667,4223,38.3,0,0,1
8288,0,14.180000000000001,11.2,657,449,37.4,0,0,0
8289,0,12.29,10.31,662,669,7.5,0,0,0
8290,0,10.08,10.39,702,1085,28.6,0,0,0
8291,0,17.34,11.24,652,20767,81.1,0,3,0
8292,0,11.34,11.46,722,148540,74.0,0,0,1
8293,0,14.499999999999998,10.97,652,12094,45.1,0,0,0
8294,0,9.45,11.08,712,318,5.2,0,0,0
8295,0,11.34,9.8,687,745,22.4,0,0,1
8296,0,13.55,10.65,657,5594,25.3,0,0,0
8297,0,18.29,10.49,642,5004,60.3,0,2,0
8298,0,15.45,10.78,642,24979,94.6,0,0,0
8299,0,13.55,10.78,652,4397,84.6,0,1,0
8300,0,16.08,10.86,677,6473,39.7,0,0,1
8301,0,15.129999999999999,10.4,677,9580,84.0,0,0,0
8302,0,13.87,10.13,652,2728,48.7,0,0,0
8303,0,13.55,11.28,657,42670,65.5,1,0,0
8304,0,14.499999999999998,9.9,652,9978,83.8,2,0,0
8305,0,16.4,10.73,677,17419,94.2,0,0,0
8306,0,15.129999999999999,11.59,682,7384,43.4,0,0,1
8307,0,11.66,10.45,677,5593,25.4,0,0,1
8308,0,14.499999999999998,11.7,677,204954,81.4,0,0,0
8309,0,13.239999999999998,9.55,662,195,65.0,0,0,0
8310,0,11.66,11.9,722,247970,93.6,0,0,1
8311,0,12.920000000000002,11.35,737,47593,62.4,0,0,0
8312,0,16.08,10.49,667,19636,103.9,0,0,0
8313,0,16.08,11.72,672,41040,85.3,0,0,0
8314,0,13.239999999999998,11.51,687,52201,84.3,0,0,0
8315,0,14.82,11.16,647,10074,59.6,4,0,0
8316,0,12.61,10.26,672,4139,63.7,0,0,0
8317,0,9.76,10.2,712,1394,8.8,0,0,0
8318,0,15.45,10.78,677,3336,90.2,0,0,0
8319,0,9.76,11.23,727,2130,17.9,0,0,0
8320,0,11.97,11.26,682,570,24.8,0,0,0
8321,0,15.76,11.16,732,57143,52.7,0,0,1
8322,0,12.920000000000002,11.34,667,133,11.1,2,0,0
8323,0,14.180000000000001,10.46,662,11569,64.3,0,0,1
8324,0,14.180000000000001,11.38,652,2885,15.8,0,5,0
8325,0,15.129999999999999,11.53,642,16914,55.2,0,0,0
8326,0,10.39,10.82,737,117814,49.4,0,0,0
8327,0,17.03,11.51,642,15827,76.1,2,0,1
8328,0,18.29,12.32,642,120830,90.5,0,0,0
8329,0,14.499999999999998,10.57,657,8623,71.0,0,0,0
8330,0,12.920000000000002,11.07,667,7661,67.7,0,1,0
8331,0,18.61,11.52,662,35447,96.9,0,0,0
8332,0,18.61,11.95,657,28519,89.1,0,1,1
8333,0,10.08,9.86,697,0,0.0,0,0,0
8334,0,12.29,11.26,667,4476,59.7,1,0,1
8335,0,16.4,10.67,647,6970,62.8,2,0,1
8336,0,11.97,11.12,682,8712,72.0,0,0,1
8337,0,12.61,10.65,662,5316,48.3,0,0,0
8338,0,17.66,11.23,667,13393,28.4,0,0,0
8339,0,13.239999999999998,10.65,717,19937,90.6,0,0,0
8340,0,14.82,8.7,637,932,66.6,1,0,0
8341,0,12.920000000000002,11.7,692,10388,60.4,0,0,1
8342,0,16.4,10.55,652,9955,58.9,0,0,0
8343,0,14.180000000000001,10.9,662,1298,12.1,1,0,0
8344,0,15.45,10.31,647,4587,41.0,0,0,0
8345,0,14.180000000000001,10.37,657,4105,82.1,0,0,0
8346,0,17.34,11.39,652,12781,46.0,4,0,1
8347,0,9.76,10.44,702,2399,96.0,0,0,0
8348,0,16.71,10.82,647,36469,77.8,0,0,1
8349,0,18.29,11.53,652,52775,69.7,0,0,1
8350,0,10.71,11.34,717,39,0.3,0,0,0
8351,0,15.45,10.28,642,8372,77.5,0,0,0
8352,0,10.71,8.19,682,3757,52.9,0,0,1
8353,0,14.499999999999998,10.27,652,5880,52.4,0,0,1
8354,0,12.61,11.26,667,80837,58.0,0,0,1
8355,0,9.76,10.71,717,0,0.0,0,0,1
8356,0,15.45,11.51,647,70533,79.4,0,0,0
8357,0,13.239999999999998,10.24,667,13542,56.4,1,0,1
8358,0,10.71,11.51,732,1344,7.7,0,0,0
8359,0,14.180000000000001,10.13,657,5993,52.1,0,0,0
8360,0,9.76,11.08,722,4945,2.7,0,0,0
8361,0,11.03,11.18,707,10935,27.3,0,0,0
8362,0,13.87,10.77,677,7073,60.5,0,0,0
8363,0,10.39,13.46,737,200583,23.1,0,0,1
8364,0,14.499999999999998,11.24,667,7327,50.9,0,1,1
8365,0,14.180000000000001,11.7,657,5854,46.5,0,2,1
8366,0,9.45,11.35,727,8271,47.8,0,0,0
8367,0,12.61,10.17,667,5153,65.2,0,0,0
8368,0,9.76,11.34,737,37241,14.8,0,0,1
8369,0,12.920000000000002,10.04,662,6934,75.4,0,1,1
8370,0,13.239999999999998,10.49,717,21991,102.8,0,0,1
8371,0,15.45,11.07,657,6324,95.8,0,0,0
8372,0,15.129999999999999,10.67,657,15284,76.0,0,0,0
8373,0,16.4,10.81,672,27750,66.5,0,0,0
8374,0,12.61,11.58,687,12154,29.4,0,0,0
8375,0,12.920000000000002,10.6,662,7784,65.4,0,0,0
8376,0,16.4,12.07,657,65626,99.6,0,0,1
8377,0,14.82,10.53,692,26221,78.6,0,0,0
8378,0,18.61,10.92,652,2097,17.0,1,0,1
8379,0,13.87,10.86,647,5272,78.7,0,0,0
8380,0,16.71,11.07,662,11881,50.8,0,0,1
8381,0,11.97,12.13,727,226567,0.7,0,0,1
8382,0,10.71,10.55,687,6283,57.1,0,0,0
8383,0,8.63,11.04,737,80006,54.9,1,0,0
8384,0,8.63,11.37,737,17794,34.8,0,0,1
8385,0,18.61,11.61,662,88391,89.9,0,0,0
8386,0,14.180000000000001,11.0,642,2840,38.4,0,0,0
8387,0,18.29,11.25,647,6637,72.9,0,0,1
8388,0,17.34,10.86,647,13967,68.3,0,0,0
8389,0,14.499999999999998,10.31,642,1429,84.1,0,0,0
8390,0,15.76,10.83,647,13565,79.3,0,0,0
8391,0,18.29,11.79,642,35087,96.7,0,0,0
8392,0,13.55,11.03,652,3341,19.8,1,0,0
8393,0,13.239999999999998,11.51,697,115602,29.7,0,0,0
8394,0,13.87,10.31,642,1583,79.1,0,0,0
8395,0,10.39,11.51,727,5207,5.2,0,0,1
8396,0,9.45,11.02,722,7587,11.8,0,0,0
8397,0,15.129999999999999,10.6,652,1184,29.6,3,1,0
8398,0,16.4,10.54,652,12160,48.6,0,0,0
8399,0,13.87,10.65,652,6782,78.9,0,0,0
8400,0,16.4,11.49,662,7005,38.9,0,1,1
8401,0,14.180000000000001,11.16,657,12053,28.5,0,0,1
8402,0,15.45,11.03,647,7897,28.7,1,0,0
8403,0,12.61,11.57,687,111115,40.8,1,0,0
8404,0,14.82,11.08,652,21712,73.9,0,0,0
8405,0,17.97,10.76,642,10226,63.9,1,0,0
8406,0,13.55,11.23,662,1053,40.5,3,0,0
8407,0,14.82,10.4,652,4474,71.0,1,0,0
8408,0,11.34,10.7,687,13215,58.2,0,0,0
8409,0,13.239999999999998,9.74,657,5734,59.1,0,0,1
8410,0,15.45,10.74,647,6397,96.9,1,0,0
8411,0,15.129999999999999,11.2,652,22917,38.6,1,0,0
8412,0,15.45,11.35,657,10665,94.4,0,0,0
8413,0,10.39,10.46,727,35403,49.9,0,0,0
8414,0,15.129999999999999,9.98,647,2140,28.6,1,0,0
8415,0,10.08,9.39,707,447,7.8,0,0,1
8416,0,12.61,12.36,707,220710,54.5,1,0,1
8417,0,12.61,10.65,662,689,68.9,0,0,1
8418,0,12.61,11.74,687,167006,53.5,0,0,1
8419,0,17.97,10.65,662,28432,57.1,1,0,1
8420,0,11.03,10.31,697,1819,26.0,0,0,0
8421,0,14.82,10.37,687,4975,68.2,1,0,0
8422,0,15.76,10.9,652,15827,82.0,0,0,0
8423,0,18.61,11.7,642,37839,54.4,0,0,0
8424,0,18.61,11.51,652,66900,94.0,0,0,0
8425,0,11.34,10.74,682,7931,27.7,0,0,0
8426,0,13.87,9.89,652,3714,86.4,0,0,0
8427,0,13.239999999999998,10.95,652,8035,82.8,0,0,0
8428,0,15.45,10.82,642,8132,71.3,1,0,0
8429,0,14.82,11.41,652,4682,72.0,1,0,0
8430,0,11.66,12.39,697,161129,57.0,0,0,0
8431,0,18.61,11.08,652,18545,86.3,0,0,1
8432,0,13.55,10.31,647,0,0.0,3,0,0
8433,0,12.61,10.9,682,11460,101.4,0,0,0
8434,0,12.920000000000002,10.6,667,2594,24.9,0,1,1
8435,0,17.66,10.71,647,14978,53.1,0,0,0
8436,0,14.499999999999998,10.2,657,20952,63.3,0,0,1
8437,0,12.61,11.08,657,1496,71.2,0,0,0
8438,0,8.0,8.1,747,0,0.0,0,0,0
8439,0,11.03,11.0,712,9664,63.2,0,0,0
8440,0,13.239999999999998,10.13,752,45623,36.8,0,0,0
8441,0,15.129999999999999,10.28,662,5729,100.5,0,0,0
8442,0,15.76,10.69,692,26313,58.5,0,2,0
8443,0,14.82,10.9,647,6572,80.1,1,0,1
8444,0,14.499999999999998,10.78,702,13055,43.5,1,0,0
8445,0,12.61,10.47,687,3590,65.3,0,0,0
8446,0,13.239999999999998,10.59,657,2131,96.9,0,0,0
8447,0,18.61,12.32,642,64744,72.0,1,0,0
8448,0,11.66,10.4,687,15,0.4,0,0,0
8449,0,14.180000000000001,11.29,647,21180,77.9,0,0,0
8450,0,14.180000000000001,12.43,692,214559,63.5,0,0,0
8451,0,14.82,10.66,647,4181,97.2,0,0,0
8452,0,15.45,11.35,642,14578,99.2,2,0,0
8453,0,13.55,10.33,667,10442,52.2,0,0,1
8454,0,16.08,10.65,652,17059,82.4,0,0,0
8455,0,11.97,10.6,677,4152,62.9,0,0,0
8456,0,11.03,10.42,682,0,0.0,0,0,0
8457,0,14.82,10.65,647,23544,94.9,0,0,0
8458,0,13.239999999999998,11.13,672,7920,76.9,0,0,0
8459,0,14.499999999999998,11.4,647,21251,80.8,0,0,0
8460,0,14.499999999999998,9.21,642,3646,91.1,0,0,0
8461,0,12.29,11.26,692,4361,42.3,1,0,0
8462,0,16.08,11.43,647,13446,94.0,0,1,0
8463,0,14.499999999999998,10.78,657,45076,56.8,0,0,1
8464,0,12.920000000000002,10.13,667,6156,50.5,0,0,0
8465,0,17.34,11.0,677,2737,9.6,0,0,1
8466,0,13.55,10.37,672,7184,66.5,0,0,0
8467,0,14.180000000000001,10.49,667,17784,52.0,0,0,1
8468,0,16.08,11.05,647,13910,77.7,1,0,0
8469,0,18.61,10.78,642,5660,75.8,0,0,0
8470,0,14.180000000000001,10.67,647,9168,89.0,0,0,0
8471,0,11.34,10.24,677,40,3.3,0,0,0
8472,0,13.239999999999998,10.52,652,1097,58.1,0,1,1
8473,0,13.239999999999998,10.09,672,923,21.5,0,0,1
8474,0,11.66,11.41,717,35140,43.3,0,0,0
8475,0,12.29,11.31,677,1921,23.7,0,1,0
8476,0,12.29,10.86,707,15455,22.4,0,0,1
8477,0,11.03,11.16,692,8333,57.5,0,1,0
8478,0,14.82,10.67,657,9366,85.1,0,0,0
8479,0,14.499999999999998,10.78,657,4554,44.6,0,0,0
8480,0,15.45,10.46,647,15168,35.3,0,0,0
8481,0,13.55,11.51,662,33351,99.0,2,0,0
8482,0,9.76,10.5,717,12736,59.2,0,0,0
8483,0,9.45,9.21,707,814,10.7,0,0,0
8484,0,16.71,10.67,642,11967,84.9,0,0,1
8485,0,15.129999999999999,11.49,642,23522,60.2,0,0,0
8486,0,14.82,10.78,657,22512,57.9,0,0,0
